ID_Cliente,Cancelamento,Genero,Idoso,Parceiro,Dependentes,Meses_de_Contrato,Servico_Telefone,Linhas_Multiplas,Tipo_Internet,Seguranca_Online,Backup_Online,Protecao_Dispositivos,Suporte_Tecnico,Streaming_TV,Streaming_Filmes,Tipo_Contrato,Fatura_Digital,Forma_Pagamento,Valor_Mensal,Valor_Total,Faixa_Tempo
5965-GGPRW,0,Male,0,1,1,72.0,1,1,Fiber optic,1,0,1,0,1,1,Two year,0,Bank transfer (automatic),105.25,7609.75,61-72
5966-EMAZU,0,Male,0,1,0,64.0,1,1,Fiber optic,1,0,1,1,1,1,One year,1,Mailed check,108.5,6880.85,61-72
5968-HYJRZ,0,Male,0,1,1,47.0,1,1,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,0,Mailed check,24.55,1160.45,37-48
5968-VXZLG,0,Male,0,0,0,2.0,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),46.6,87.9,0-12
5968-XQIVE,0,Male,0,1,1,72.0,1,1,Fiber optic,0,1,0,0,1,0,One year,1,Electronic check,89.7,6588.95,61-72
5970-GHJAW,0,Male,0,1,1,46.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,0,Credit card (automatic),19.95,862.4,37-48
5973-EJGDP,0,Male,0,0,0,51.0,1,1,Fiber optic,0,1,1,1,0,0,Month-to-month,1,Electronic check,87.35,4473.0,49-60
5975-BAICR,0,Male,0,1,1,36.0,1,0,DSL,1,0,1,0,0,1,One year,1,Credit card (automatic),63.7,2188.5,25-36
5976-JCJRH,1,Male,0,1,0,10.0,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.3,738.2,0-12
5977-CKHON,0,Female,0,1,1,43.0,1,1,Fiber optic,0,0,1,0,0,1,Month-to-month,1,Bank transfer (automatic),92.55,4039.0,37-48
5980-BDHPY,0,Male,0,1,0,72.0,1,1,DSL,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),87.1,6230.1,61-72
5980-NOPLP,1,Female,0,1,0,44.0,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,96.1,4364.1,37-48
5981-ITEMU,1,Male,0,1,0,40.0,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Bank transfer (automatic),97.1,3706.95,37-48
5981-ZVXOT,0,Female,1,0,0,35.0,1,1,Fiber optic,1,1,1,0,1,1,One year,1,Electronic check,108.35,3726.15,25-36
5982-FPVQN,0,Female,0,1,1,37.0,1,1,Fiber optic,0,1,1,0,0,1,Month-to-month,1,Electronic check,95.15,3532.85,37-48
5982-PSMKW,0,Female,0,1,1,23.0,1,1,DSL,1,1,1,1,1,1,Two year,1,Credit card (automatic),91.1,2198.3,13-24
5982-XMDEX,0,Female,0,0,0,65.0,1,1,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,0,Bank transfer (automatic),26.5,1698.55,61-72
5985-BEHZK,0,Female,1,1,0,72.0,1,1,Fiber optic,0,1,1,0,1,1,One year,0,Credit card (automatic),105.0,7578.05,61-72
5985-TBABQ,0,Female,0,0,0,32.0,1,1,DSL,1,0,0,0,1,1,One year,0,Mailed check,74.75,2282.95,25-36
5986-WWXDV,0,Male,0,0,1,39.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,0,Bank transfer (automatic),19.35,779.2,37-48
5989-AXPUC,0,Female,0,1,0,68.0,1,1,Fiber optic,1,1,1,1,1,1,Two year,0,Mailed check,118.6,7990.05,61-72
5989-OMNJE,0,Female,0,1,1,24.0,0,no phone service,DSL,1,1,1,0,1,1,One year,0,Electronic check,57.6,1367.75,13-24
5989-PGKJB,0,Female,0,0,0,16.0,1,0,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Electronic check,86.25,1340.1,13-24
5993-BQHEA,0,Male,0,0,0,12.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,0,Credit card (automatic),20.05,267.0,0-12
5993-JSUWV,0,Female,0,0,0,66.0,1,0,DSL,1,1,1,0,0,0,Two year,1,Bank transfer (automatic),61.15,4017.45,61-72
5995-LFTLE,0,Male,0,0,0,58.0,1,1,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,1,Credit card (automatic),25.3,1474.35,49-60
5995-OIGLP,1,Male,0,0,0,12.0,1,0,DSL,1,0,0,1,0,0,Month-to-month,0,Mailed check,56.65,654.85,0-12
5995-SNNEW,0,Male,1,1,0,23.0,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,104.45,2184.85,13-24
5995-WWKKG,0,Female,0,0,0,37.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,1,Electronic check,19.8,695.05,37-48
5996-DAOQL,0,Male,0,0,0,1.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,1,Mailed check,20.45,20.45,0-12
5996-EBTKM,0,Female,0,1,1,67.0,1,1,DSL,0,0,1,1,0,1,Two year,1,Bank transfer (automatic),69.9,4615.9,61-72
5996-NRVXR,0,Male,1,1,0,40.0,1,0,Fiber optic,1,1,1,1,1,0,One year,1,Credit card (automatic),98.15,4116.8,37-48
5997-OPVFA,0,Male,0,1,0,72.0,1,1,DSL,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),89.05,6254.45,61-72
5998-DZLYR,0,Female,0,1,0,61.0,1,1,Fiber optic,0,1,0,1,0,1,Two year,1,Bank transfer (automatic),94.35,5703.0,61-72
5998-VVEJY,1,Male,0,0,0,26.0,1,1,Fiber optic,0,0,0,1,0,0,Month-to-month,1,Electronic check,80.5,2088.8,25-36
5999-LCXAO,0,Female,0,0,0,1.0,0,no phone service,DSL,1,0,0,0,0,0,Month-to-month,0,Mailed check,29.9,29.9,0-12
6000-APYLU,1,Male,0,0,0,9.0,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,80.8,713.1,0-12
6000-UKLWI,0,Male,0,0,0,41.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,0,Mailed check,20.15,802.35,37-48
6005-OBZPH,1,Female,1,0,0,26.0,1,1,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Electronic check,89.15,2277.65,25-36
6007-TCTST,0,Female,0,1,1,72.0,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),115.8,8476.5,61-72
6008-NAIXK,0,Male,1,0,0,54.0,0,no phone service,DSL,0,1,1,0,1,1,One year,1,Electronic check,55.45,2966.95,49-60
6010-DDPPW,0,Male,0,1,0,70.0,1,1,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,0,Bank transfer (automatic),25.15,1940.85,61-72
6013-BHCAW,0,Male,0,1,1,61.0,1,1,DSL,0,0,1,1,1,1,Two year,1,Bank transfer (automatic),81.0,4976.15,61-72
6015-VVHHE,1,Female,1,0,0,5.0,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Credit card (automatic),83.15,446.05,0-12
6016-EJGNT,0,Female,0,1,1,48.0,1,1,Fiber optic,1,1,0,0,1,1,One year,1,Credit card (automatic),103.25,5037.55,37-48
6016-LVTJQ,0,Female,0,1,1,34.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,0,Mailed check,20.65,716.4,25-36
6016-NXBNJ,0,Male,0,0,0,35.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,1,Mailed check,19.15,638.0,25-36
6016-QSKVI,0,Male,0,0,0,4.0,1,0,Fiber optic,1,1,0,1,0,1,Month-to-month,1,Mailed check,94.9,360.55,0-12
6017-PPLPX,1,Male,0,1,1,20.0,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.45,1470.95,13-24
6022-KOUQO,0,Female,0,1,1,2.0,0,no phone service,DSL,0,0,0,1,0,0,Month-to-month,0,Bank transfer (automatic),29.05,44.75,0-12
6022-MXOMF,0,Female,1,0,0,1.0,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.2,74.2,0-12
6022-UGGSO,1,Female,1,0,0,32.0,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,74.4,2276.95,25-36
6023-GSSXW,0,Female,0,1,0,69.0,1,0,DSL,0,1,0,0,0,1,Two year,1,Credit card (automatic),61.45,4131.2,61-72
6023-YEBUP,1,Male,0,0,0,3.0,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,100.95,329.95,0-12
6024-RUGGH,0,Male,0,1,1,72.0,1,1,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,1,Bank transfer (automatic),25.2,1798.9,61-72
6029-CSMJE,0,Male,0,0,0,17.0,0,no phone service,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,25.65,440.2,13-24
6029-WTIPC,1,Male,1,0,0,37.0,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,101.1,3744.05,37-48
6030-REHUX,0,Female,1,1,0,28.0,1,1,Fiber optic,0,1,1,1,1,1,Month-to-month,1,Electronic check,110.85,3204.4,25-36
6032-IGALN,1,Female,0,0,0,1.0,0,no phone service,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,25.1,25.1,0-12
6032-KRXXO,1,Male,0,0,0,30.0,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,90.25,2755.35,25-36
6034-YMTOB,0,Female,0,0,0,5.0,1,0,Fiber optic,0,0,0,1,0,0,Month-to-month,1,Mailed check,75.65,399.45,0-12
6034-ZRYCV,1,Female,0,1,0,72.0,0,no phone service,DSL,0,1,1,0,1,1,Two year,1,Electronic check,54.2,3937.45,61-72
6035-BXTTY,0,Female,1,0,0,32.0,1,0,DSL,0,1,0,1,0,0,Month-to-month,0,Bank transfer (automatic),54.65,1830.1,25-36
6035-RIIOM,0,Female,0,0,0,54.0,1,1,Fiber optic,0,1,0,0,1,1,Two year,1,Bank transfer (automatic),97.2,5129.45,49-60
6036-TTFYU,0,Female,0,1,0,16.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,0,Mailed check,19.6,314.45,13-24
6037-WPJRP,0,Female,0,0,0,13.0,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,75.0,999.45,13-24
6038-GCYEC,1,Female,0,0,0,24.0,0,no phone service,DSL,0,1,1,0,1,1,Month-to-month,1,Credit card (automatic),54.15,1240.25,13-24
6039-RVSJV,0,Female,0,0,0,1.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,0,Mailed check,19.85,19.85,0-12
6040-CGACY,0,Female,0,0,0,15.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,0,Mailed check,19.6,299.4,13-24
6047-SUHPR,0,Male,0,1,1,39.0,1,0,DSL,1,1,1,0,0,0,One year,0,Electronic check,59.8,2343.85,37-48
6047-YHPVI,1,Male,0,0,0,5.0,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.7,316.9,0-12
6048-NJXHX,0,Male,0,1,0,41.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,1,Electronic check,19.75,899.45,37-48
6048-QBXKL,0,Female,1,0,0,2.0,1,1,DSL,0,1,0,0,0,0,Month-to-month,1,Credit card (automatic),56.55,118.25,0-12
6048-UWKAL,0,Female,1,1,0,69.0,1,1,Fiber optic,0,1,0,1,1,1,Two year,0,Credit card (automatic),105.4,6998.95,61-72
6050-FFXES,0,Female,0,1,0,69.0,1,1,Fiber optic,0,0,1,1,1,1,Two year,0,Bank transfer (automatic),105.35,7240.65,61-72
6050-IJRHS,0,Female,0,1,1,70.0,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Electronic check,106.5,7397.0,61-72
6051-PTVNS,0,Female,0,1,1,55.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,0,Credit card (automatic),19.15,998.1,49-60
6060-DRTNL,1,Female,1,0,0,5.0,1,0,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Mailed check,84.85,415.55,0-12
6060-QBMGV,0,Male,0,1,0,70.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,0,Credit card (automatic),19.85,1433.8,61-72
6061-GWWAV,0,Male,0,0,1,41.0,1,0,DSL,1,1,1,0,1,0,One year,0,Mailed check,70.2,2894.55,37-48
6061-PQHMK,0,Female,0,0,0,25.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,0,Credit card (automatic),19.9,527.5,25-36
6064-PUPMC,0,Male,0,1,1,23.0,1,0,DSL,1,0,0,1,0,0,One year,0,Credit card (automatic),57.2,1423.35,13-24
6064-ZATLR,0,Female,0,0,0,27.0,1,0,DSL,1,1,0,0,0,0,Two year,0,Bank transfer (automatic),52.85,1498.65,25-36
6067-NGCEU,0,Female,0,0,0,65.0,1,1,Fiber optic,1,1,1,0,1,1,Month-to-month,1,Credit card (automatic),111.05,7107.0,61-72
6072-NUQCB,0,Male,0,1,1,22.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,0,Bank transfer (automatic),20.25,488.25,13-24
6072-YUBLX,0,Male,1,1,0,61.0,1,1,Fiber optic,0,1,1,1,1,0,One year,1,Mailed check,98.3,6066.55,61-72
6075-QMNRR,0,Female,0,0,0,52.0,1,0,DSL,1,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),49.75,2535.55,49-60
6075-SLNIL,0,Male,0,0,0,38.0,1,1,Fiber optic,0,1,1,0,0,1,Month-to-month,1,Credit card (automatic),95.1,3691.2,37-48
6077-BDPXA,0,Female,0,0,0,3.0,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.15,194.2,0-12
6078-VESFR,0,Male,1,1,0,13.0,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),70.45,849.1,13-24
6080-LNESI,0,Male,0,0,0,51.0,1,1,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,0,Mailed check,24.75,1234.6,49-60
6080-TCMYC,0,Male,0,1,1,40.0,1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Electronic check,81.2,3292.3,37-48
6082-GLJIX,0,Male,0,0,0,18.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,0,Mailed check,19.25,331.35,13-24
6082-OQFBA,0,Male,0,1,1,23.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,0,Mailed check,19.65,436.9,13-24
6086-ESGRL,1,Female,0,0,0,1.0,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Credit card (automatic),80.15,80.15,0-12
6087-MVHJH,1,Female,0,0,0,16.0,1,1,Fiber optic,0,0,1,0,0,1,Month-to-month,1,Electronic check,88.45,1422.1,13-24
6087-YPWHO,0,Male,0,1,0,72.0,1,1,DSL,1,1,1,1,0,0,Two year,0,Mailed check,68.15,4808.7,61-72
6088-BXMRG,0,Female,0,1,1,32.0,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,98.85,3089.6,25-36
6092-QZVPP,0,Male,0,0,0,36.0,1,0,DSL,1,0,1,1,1,1,Month-to-month,1,Credit card (automatic),79.2,2854.95,25-36
6094-ZIVKX,0,Female,0,0,0,68.0,1,0,DSL,1,0,1,0,0,0,One year,1,Credit card (automatic),54.45,3674.95,61-72
6096-EGVTU,0,Female,0,1,1,64.0,1,1,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,0,Mailed check,24.9,1595.5,61-72
6097-EQISJ,1,Female,0,1,1,66.0,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Credit card (automatic),102.45,6615.15,61-72
6100-FJZDG,0,Male,0,1,1,26.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,1,Bank transfer (automatic),20.05,505.9,25-36
6100-QQHEB,1,Male,0,1,1,17.0,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,92.55,1515.1,13-24
6101-IMRMM,1,Male,0,0,1,6.0,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,0,Mailed check,94.5,575.45,0-12
6103-BOCOU,0,Female,0,0,0,26.0,1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Electronic check,80.7,2193.0,25-36
6103-LIANB,0,Male,0,1,1,59.0,1,1,Fiber optic,0,0,1,0,1,1,Two year,1,Credit card (automatic),99.5,5861.75,49-60
6103-QCKFX,0,Female,0,1,1,44.0,1,0,DSL,1,0,0,1,0,0,Month-to-month,0,Bank transfer (automatic),56.25,2419.55,37-48
6108-OQZDQ,1,Female,0,1,1,4.0,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,97.95,384.5,0-12
6110-OHIHY,1,Male,0,0,0,3.0,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,0,Electronic check,79.25,267.6,0-12
6112-KTHFQ,0,Female,0,0,0,13.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,1,Mailed check,19.3,279.3,13-24
6114-TCFID,0,Female,0,0,0,29.0,0,no phone service,DSL,1,1,0,1,0,0,One year,0,Credit card (automatic),39.5,1082.75,25-36
6115-ZTBFQ,0,Female,0,1,0,72.0,0,no phone service,DSL,1,1,1,1,1,1,Two year,0,Bank transfer (automatic),65.5,4919.7,61-72
6116-RFVHN,0,Female,0,1,0,34.0,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,100.45,3414.65,25-36
6119-SPUDB,0,Male,0,0,0,46.0,0,no phone service,DSL,1,0,1,1,0,0,Two year,0,Mailed check,38.25,1755.35,37-48
6120-RJKLU,0,Female,1,1,0,62.0,1,0,DSL,1,0,1,1,1,1,Two year,1,Credit card (automatic),79.95,4819.75,61-72
6121-TNHBO,0,Female,1,0,0,63.0,1,1,DSL,1,1,1,1,1,0,One year,0,Bank transfer (automatic),83.0,5243.05,61-72
6121-VZNQB,1,Female,0,0,0,1.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,1,Mailed check,19.1,19.1,0-12
6122-EFVKN,0,Male,0,0,1,24.0,0,no phone service,DSL,1,0,0,1,0,0,Two year,0,Mailed check,35.75,830.8,13-24
6122-LJADA,0,Male,0,1,1,70.0,1,1,DSL,1,1,1,1,1,1,Two year,1,Credit card (automatic),90.15,6237.05,61-72
6124-ACRHJ,0,Female,0,0,0,1.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,0,Mailed check,19.75,19.75,0-12
6127-ISGTU,1,Female,0,1,0,16.0,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,84.95,1378.25,13-24
6127-IYJOZ,0,Male,1,0,0,1.0,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,45.85,45.85,0-12
6128-AQBMT,0,Male,1,1,0,41.0,0,no phone service,DSL,0,1,1,0,1,1,Month-to-month,1,Electronic check,53.95,2215.4,37-48
6128-CZOMY,1,Female,0,0,0,1.0,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,45.65,45.65,0-12
6128-DAFVY,0,Female,0,0,0,56.0,0,no phone service,DSL,0,0,0,0,1,1,Month-to-month,1,Credit card (automatic),44.85,2564.95,49-60
6131-FOYAS,0,Male,0,0,0,35.0,1,1,DSL,1,0,1,0,0,0,Month-to-month,1,Electronic check,59.6,2094.9,25-36
6131-IUNXN,0,Female,0,1,1,19.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,0,Mailed check,20.2,382.2,13-24
6131-JLWZM,0,Female,0,0,0,13.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,1,Mailed check,20.3,275.4,13-24
6133-OZILE,0,Female,0,0,0,18.0,0,no phone service,DSL,0,0,1,1,0,0,Month-to-month,1,Electronic check,35.2,607.3,13-24
6134-KWTBV,0,Male,0,0,0,62.0,1,1,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,0,Bank transfer (automatic),23.4,1429.65,61-72
6135-OZQVA,0,Female,0,0,0,7.0,1,1,DSL,1,0,0,0,0,0,Month-to-month,1,Electronic check,53.65,404.35,0-12
6137-MFAJN,0,Female,0,0,0,48.0,0,no phone service,DSL,1,1,0,0,1,0,Month-to-month,1,Electronic check,44.8,2104.55,37-48
6137-NICCO,0,Female,0,1,1,6.0,1,1,Fiber optic,0,1,1,0,1,0,Month-to-month,1,Mailed check,94.05,518.75,0-12
6139-ZZRBQ,0,Male,1,0,0,64.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,1,Bank transfer (automatic),20.05,1198.05,61-72
6140-QNRQQ,1,Male,0,0,0,1.0,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,71.55,71.55,0-12
6141-OOXUQ,1,Male,0,0,0,1.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,0,Mailed check,19.65,19.65,0-12
6142-VSJQO,1,Female,0,1,1,1.0,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),44.35,44.35,0-12
6143-JQKEA,0,Male,0,0,0,10.0,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),45.8,436.2,0-12
6145-NNPNO,0,Female,0,0,0,1.0,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),44.15,44.15,0-12
6147-CBCRA,0,Female,0,1,0,33.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,0,Mailed check,20.05,669.45,25-36
6152-ONASV,0,Female,0,1,0,68.0,1,1,DSL,1,0,0,1,0,0,One year,0,Bank transfer (automatic),58.25,3975.7,61-72
6156-UZDLF,0,Female,0,0,0,26.0,1,0,Fiber optic,1,0,1,1,0,0,One year,1,Credit card (automatic),87.15,2274.1,25-36
6158-DWPZT,1,Male,0,1,0,9.0,0,no phone service,DSL,0,0,0,0,0,0,One year,0,Bank transfer (automatic),24.1,259.8,0-12
6158-HDPXZ,0,Male,0,0,0,1.0,0,no phone service,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,25.35,25.35,0-12
6161-ERDGD,0,Male,0,1,1,71.0,1,1,DSL,1,0,1,1,1,1,One year,0,Electronic check,85.45,6300.85,61-72
6161-UUUTA,1,Male,1,0,0,3.0,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,79.9,260.9,0-12
6164-HAQTX,0,Male,0,0,0,71.0,0,no phone service,DSL,1,1,1,1,1,0,Two year,0,Bank transfer (automatic),53.95,3888.65,61-72
6164-HXUGH,0,Female,0,1,1,6.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,0,Mailed check,19.85,119.3,0-12
6166-ILMNY,1,Female,0,0,0,2.0,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),69.75,144.55,0-12
6166-YIPFO,0,Male,0,1,0,72.0,0,no phone service,DSL,1,1,1,1,1,1,Two year,1,Electronic check,64.7,4746.05,61-72
6167-SYRNG,0,Male,1,1,0,59.0,0,no phone service,DSL,1,0,1,1,1,1,Two year,1,Credit card (automatic),64.05,3886.85,49-60
6168-WFVVF,1,Female,1,0,0,3.0,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.3,235.5,0-12
6168-YBYNP,0,Male,0,0,0,59.0,1,1,Fiber optic,0,1,1,1,1,1,Month-to-month,1,Electronic check,111.35,6519.75,49-60
6169-PGNCD,0,Female,0,0,0,57.0,1,0,DSL,1,1,1,1,1,0,Two year,1,Credit card (automatic),74.3,4166.35,49-60
6169-PPETC,0,Male,0,1,1,35.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,0,Bank transfer (automatic),20.5,759.35,25-36
6171-ZTVYB,0,Male,0,1,0,43.0,1,1,DSL,1,1,0,1,0,0,Month-to-month,0,Bank transfer (automatic),66.25,2907.35,37-48
6172-FECYY,1,Male,0,1,1,49.0,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,0,Electronic check,84.5,4254.85,49-60
6173-GOLSU,0,Male,1,1,0,67.0,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Credit card (automatic),94.65,6079.0,61-72
6173-ITPWD,1,Male,0,1,0,47.0,1,1,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Bank transfer (automatic),83.35,4065.0,37-48
6174-NRBTZ,0,Male,0,0,0,46.0,0,no phone service,DSL,1,0,0,0,0,0,One year,1,Bank transfer (automatic),30.75,1489.3,37-48
6175-IRFIT,0,Male,0,0,0,5.0,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Mailed check,78.75,426.35,0-12
6176-YJWAS,0,Male,0,1,0,72.0,1,1,Fiber optic,1,1,1,0,1,0,Two year,1,Credit card (automatic),97.95,7114.25,61-72
6177-PEVRA,0,Female,0,0,0,48.0,1,0,DSL,1,1,0,0,0,0,Two year,0,Credit card (automatic),55.5,2627.35,37-48
6178-KFNHS,1,Female,0,0,1,12.0,1,1,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Electronic check,78.3,909.25,0-12
6179-GJPSO,1,Female,1,0,0,43.0,1,0,Fiber optic,1,1,0,1,1,1,Month-to-month,1,Credit card (automatic),108.15,4600.7,37-48
6180-YBIQI,0,Male,0,0,0,5.0,0,no phone service,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,24.3,100.2,0-12
6181-AXXYF,0,Male,0,1,1,72.0,1,1,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,0,Credit card (automatic),24.75,1859.1,61-72
6184-DYUOB,0,Female,0,1,0,3.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,1,Mailed check,19.6,55.25,0-12
6185-TASNN,0,Male,1,0,0,1.0,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,46.3,46.3,0-12
6188-UXBBR,0,Female,0,1,0,38.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,1,Credit card (automatic),20.25,814.75,37-48
6194-HBGQN,0,Male,0,0,0,51.0,1,1,DSL,1,1,1,1,1,0,One year,1,Credit card (automatic),81.15,4126.2,49-60
6195-MELTI,0,Male,0,0,0,57.0,1,0,DSL,0,1,0,1,0,0,One year,1,Mailed check,54.65,3134.7,49-60
6196-HBOBZ,0,Male,0,1,0,65.0,1,1,Fiber optic,1,1,1,0,1,0,Two year,1,Electronic check,99.35,6347.55,61-72
6198-PNNSZ,0,Female,0,1,0,56.0,1,1,Fiber optic,1,1,1,0,1,1,One year,0,Bank transfer (automatic),109.8,6109.65,49-60
6198-RTPMF,0,Female,0,1,0,17.0,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Electronic check,92.6,1579.7,13-24
6198-ZFIOJ,0,Female,0,0,0,5.0,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,75.6,402.5,0-12
6199-IPCAO,0,Female,0,1,1,29.0,1,1,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,0,Mailed check,26.1,692.55,25-36
6199-IWKGC,0,Female,1,1,0,46.0,1,1,Fiber optic,0,0,0,1,1,1,One year,0,Electronic check,100.25,4753.85,37-48
